id,name,file_introduced_path,introduced_version_commit_hash,introduced_version_author,introduced_version_date,comment_location,func_specifier,func_return_type,func_name,func_parameter_list,func_line,has_removed_version,removed_version_commit_hash,removed_version_author,removed_version_date,last_found_path,last_found_commit_hash,last_found_author,last_found_date,last_found_comment_location,last_found_func_specifier,last_found_func_return_type,last_found_func_name,last_found_func_parameter_list,last_found_func_line,td_classification,start_line,end_line,comment_text
76946,Diagnostics.java,src/main/org/apache/tools/ant/Diagnostics.java,da5a13f8e4e0e4475f942b5ae5670271b711d423,Magesh Umasankar ,2002-07-09 21:06:15,FUNCTION,private static,void,doReportWhich,PrintStream out ,250,f,,,,src/main/org/apache/tools/ant/Diagnostics.java,bf6026a147e879837eaad2a16348ae2162829867,Jan Matrne ,2014-07-03 22:38:04,FUNCTION,private static,void,doReportWhich,PrintStream out ,456,DESIGN,264,264,// report error if something weird happens...this is diagnostic.
97916,IntrospectionHelper.java,src/main/org/apache/tools/ant/IntrospectionHelper.java,cf8ec43ca4a9a0a70807095725a1fa26dbf73a45,Stefan Bodewig ,2002-02-20 10:03:42,"","","","","",0,t,8268a3c4e43813becf50d3d892b077d96f519746,Antoine Levy-Lambert ,2003-09-13 12:58:33,src/main/org/apache/tools/ant/IntrospectionHelper.java,3700060efa5d75d1ff4337e7d84992acae5d0b16,Stefan Bodewig ,2003-07-24 14:20:31,"","","","","",0,DESIGN,122,132,"// XXX: (Jon Skeet) The documentation below doesn't draw a clear  // distinction between addConfigured and add. It's obvious what the // code *here* does (addConfigured sets both a creator method which // calls a no-arg constructor and a storer method which calls the // method we're looking at, whlie add just sets a creator method // which calls the method we're looking at) but it's not at all // obvious what the difference in actual *effect* will be later // on. I can't see any mention of addConfiguredXXX in ""Developing // with Ant"" (at least in the version on the web site). Someone // who understands should update this documentation  // (and preferably the manual too) at some stage."
100459,IntrospectionHelper.java,src/main/org/apache/tools/ant/IntrospectionHelper.java,8268a3c4e43813becf50d3d892b077d96f519746,Antoine Levy-Lambert ,2003-09-13 12:58:33,"","","","","",0,t,3932c5842179fede7e9fc2e04d7a71e455b9f57b,Matthew Jason Benson ,2006-09-21 19:24:25,src/main/org/apache/tools/ant/IntrospectionHelper.java,a25075fe6b547299abdbf7cc95ab9620a9130660,Peter Reilly ,2006-09-20 20:05:30,"","","","","",0,DESIGN,145,155,"// XXX: (Jon Skeet) The documentation below doesn't draw a clear // distinction between addConfigured and add. It's obvious what the // code *here* does (addConfigured sets both a creator method which // calls a no-arg constructor and a storer method which calls the // method we're looking at, while add just sets a creator method // which calls the method we're looking at) but it's not at all // obvious what the difference in actual *effect* will be later // on. I can't see any mention of addConfiguredXXX in ""Developing // with Ant"" (at least in the version on the web site). Someone // who understands should update this documentation // (and preferably the manual too) at some stage."
110433,Main.java,src/main/org/apache/tools/ant/Main.java,bce31805e9b4b1360d50be8e001886d58e087e38,James Duncan Davidson ,2000-01-13 10:42:41,"","","","","",0,t,edb71783adeffc29a56df203f97b5ac0e4566a5d,Stefano Mazzocchi ,2000-01-23 11:38:22,src/main/org/apache/tools/ant/Main.java,bce31805e9b4b1360d50be8e001886d58e087e38,James Duncan Davidson ,2000-01-13 10:42:41,"","","","","",0,DESIGN,84,87,"// XXX // Change the targets to use a vector or something. I'm not keen // on the idea of having an artificial limit, even if it isn't // likely that somebody will want to build more than 20 targets."
110448,Main.java,src/main/org/apache/tools/ant/Main.java,bce31805e9b4b1360d50be8e001886d58e087e38,James Duncan Davidson ,2000-01-13 10:42:41,FUNCTION,public static,void,main,String [] args ,106,t,edb71783adeffc29a56df203f97b5ac0e4566a5d,Stefano Mazzocchi ,2000-01-23 11:38:22,src/main/org/apache/tools/ant/Main.java,bce31805e9b4b1360d50be8e001886d58e087e38,James Duncan Davidson ,2000-01-13 10:42:41,FUNCTION,public static,void,main,String [] args ,106,DESIGN,175,177,// se should force the exit() to allow everything to cleanup since // there could be leftover threads running around (some stupid AWT code // used for image generation does this! grrrr)
110520,Main.java,src/main/org/apache/tools/ant/Main.java,b139901cab374b10e2f73a58769fb4ef1c2837bd,Sam Ruby ,2000-01-25 23:03:22,FUNCTION,public static,void,main,String [] args ,98,t,5eba0f2b035efcaa637d4f8c430e9ce07209fdc1,Conor MacNeill ,2003-07-14 02:53:52,src/main/org/apache/tools/ant/Main.java,e580392c2d28c2a3530ebe0e1005bae0d45c5b8b,Conor MacNeill ,2003-07-06 09:57:37,FUNCTION,private,void,processArgs,String [] args ,294,DESIGN,142,152,"/* Interestingly enough, we get to here when a user
                 * uses -Dname=value. However, in some cases, the JDK
                 * goes ahead * and parses this out to args 
                 *   {""-Dname"", ""value""}
                 * so instead of parsing on ""="", we just make the ""-D""
                 * characters go away and skip one argument forward.
                 *
                 * I don't know how to predict when the JDK is going
                 * to help or not, so we simply look for the equals sign.
                 */"
113100,Main.java,src/main/org/apache/tools/ant/Main.java,f181fda33d7f510ddff9a51ea3860f37f736c4ec,Jon Skeet ,2002-02-24 08:57:02,"","","","","",0,t,83edbb7a85886207a528219f32cc598e4ea1eeff,Stefan Bodewig ,2003-01-23 16:33:24,src/main/org/apache/tools/ant/Main.java,3c329a6a4a17aa7574758c7ed4116ca5942bb5aa,Stefan Bodewig ,2003-01-08 10:05:23,"","","","","",0,DESIGN,203,206,"// XXX: (Jon Skeet) Error handling appears to be inconsistent here. // Sometimes there's just a return statement, and sometimes a // BuildException is thrown. What's the rationale for when to do // what?"
113141,Main.java,src/main/org/apache/tools/ant/Main.java,f181fda33d7f510ddff9a51ea3860f37f736c4ec,Jon Skeet ,2002-02-24 08:57:02,"","","","","",0,t,13000c1a4670271a3257b3c41dc1e17941067c78,Jesse N. Glick ,2013-07-17 22:46:10,src/main/org/apache/tools/ant/Main.java,eb08ea9fd094b675617320ddf8b66940644a8364,Nicolas Lalevee ,2012-09-16 13:42:41,"","","","","",0,DESIGN,618,621,// XXX: (Jon Skeet) Any reason for writing a message and then using a bare  // RuntimeException rather than just using a BuildException here? Is it // in case the message could end up being written to no loggers (as the loggers // could have failed to be created due to this failure)?
115535,Main.java,src/main/org/apache/tools/ant/Main.java,5eba0f2b035efcaa637d4f8c430e9ce07209fdc1,Conor MacNeill ,2003-07-14 02:53:52,FUNCTION,private,void,processArgs,String [] args ,294,f,,,,src/main/org/apache/tools/ant/Main.java,494e865553b953c45ff7ae133604b6f9cb5dda04,Stefan Bodewig ,2016-02-07 15:21:38,FUNCTION,private,int,handleArgDefine,"final String [] args, int argPos ",556,DESIGN,359,369,"/* Interestingly enough, we get to here when a user
                 * uses -Dname=value. However, in some cases, the OS
                 * goes ahead and parses this out to args
                 *   {""-Dname"", ""value""}
                 * so instead of parsing on ""="", we just make the ""-D""
                 * characters go away and skip one argument forward.
                 *
                 * I don't know how to predict when the JDK is going
                 * to help or not, so we simply look for the equals sign.
                 */"
123017,Main.java,src/main/org/apache/tools/ant/Main.java,13000c1a4670271a3257b3c41dc1e17941067c78,Jesse N. Glick ,2013-07-17 22:46:10,"","","","","",0,f,,,,src/main/org/apache/tools/ant/Main.java,494e865553b953c45ff7ae133604b6f9cb5dda04,Stefan Bodewig ,2016-02-07 15:21:38,"","","","","",0,DESIGN,965,968,// TODO: (Jon Skeet) Any reason for writing a message and then using a bare // RuntimeException rather than just using a BuildException here? Is it // in case the message could end up being written to no loggers (as the // loggers could have failed to be created due to this failure)?
136399,Project.java,src/main/org/apache/tools/ant/Project.java,df59903f130c9a5d985de6aab7f92dbaf0592ff8,Costin Manolache ,2002-12-06 23:11:04,"","","","","",0,f,,,,src/main/org/apache/tools/ant/Project.java,f15c3de41b09131e1a7967911c8f1088700b6578,Vladislav Bauer ,2015-11-30 03:06:21,"","","","","",0,DESIGN,2056,2057,"// Should move to a separate public class - and have API to add // listeners, etc."
163157,ProjectHelper.java,src/main/org/apache/tools/ant/ProjectHelper.java,bce31805e9b4b1360d50be8e001886d58e087e38,James Duncan Davidson ,2000-01-13 10:42:41,FUNCTION,private static,void,configureTasks,"Project project, Target target, Element targetElement ",197,t,fe4a5cb02940376fddc661302141394be20d1f02,Sam Ruby ,2000-04-26 19:09:17,src/main/org/apache/tools/ant/ProjectHelper.java,1b4714d0428f88df0fd6b9ddbe40228fcedca271,Sam Ruby ,2000-04-01 22:35:25,FUNCTION,private static,void,configureTasks,"Project project, Target target, Element targetElement ",197,DESIGN,206,207,"// right now, all we are interested in is element nodes // not quite sure what to do with others except drop 'em"
163159,ProjectHelper.java,src/main/org/apache/tools/ant/ProjectHelper.java,bce31805e9b4b1360d50be8e001886d58e087e38,James Duncan Davidson ,2000-01-13 10:42:41,FUNCTION,private static,void,configureTasks,"Project project, Target target, Element targetElement ",197,t,30d8dc80a562b0c3c7db85f1fbf501dcf9ffa706,Sam Ruby ,2000-02-28 14:10:46,src/main/org/apache/tools/ant/ProjectHelper.java,c4815378efcf6cdbb3407c85b4fa4278eeec34be,Sam Ruby ,2000-02-23 21:11:17,FUNCTION,private static,void,configureTasks,"Project project, Target target, Element targetElement ",199,DESIGN,213,215,"// special case - no target in a target. // hack to allow this method to set ""init"" target // using root element"
163162,ProjectHelper.java,src/main/org/apache/tools/ant/ProjectHelper.java,bce31805e9b4b1360d50be8e001886d58e087e38,James Duncan Davidson ,2000-01-13 10:42:41,FUNCTION,private static,void,configureTasks,"Project project, Target target, Element targetElement ",197,t,fe4a5cb02940376fddc661302141394be20d1f02,Sam Ruby ,2000-04-26 19:09:17,src/main/org/apache/tools/ant/ProjectHelper.java,1b4714d0428f88df0fd6b9ddbe40228fcedca271,Sam Ruby ,2000-04-01 22:35:25,FUNCTION,private static,void,configureTasks,"Project project, Target target, Element targetElement ",197,DESIGN,217,218,// XXX // put in some sanity checking
163166,ProjectHelper.java,src/main/org/apache/tools/ant/ProjectHelper.java,bce31805e9b4b1360d50be8e001886d58e087e38,James Duncan Davidson ,2000-01-13 10:42:41,FUNCTION,private static,void,configureTask,"Project project, Task task, NamedNodeMap nodeMap ",233,t,b6ec4af9dd33b9a37fe18f1c2a043e67bdf0d67b,Stefan Bodewig ,2000-07-11 11:14:48,src/main/org/apache/tools/ant/ProjectHelper.java,efa57c6a8b4c9760ab4e0ca4ec0b884d64270654,Conor MacNeill ,2000-07-10 11:04:22,FUNCTION,private,void,configure,"Object target, AttributeList attrs ",400,DESIGN,238,241,"// XXX // instead of doing this introspection each time around, I // should have a helper class to keep this info around for // each kind of class"
163178,ProjectHelper.java,src/main/org/apache/tools/ant/ProjectHelper.java,bce31805e9b4b1360d50be8e001886d58e087e38,James Duncan Davidson ,2000-01-13 10:42:41,FUNCTION,public static,String,replaceProperties,"String value, Hashtable keys ",312,t,4f3e4e1690289144b15872597586ed34ae92efb5,Conor MacNeill ,2001-07-23 16:31:56,src/main/org/apache/tools/ant/ProjectHelper.java,9932ed799bd36ab3e9176ffe4e27cf32e2f04d12,glennm ,2001-07-23 03:56:12,FUNCTION,public static,String,replaceProperties,"Project project, String value, Hashtable keys ",694,DESIGN,317,317,// XXX need to replace this code with something better.
165887,ProjectHelper.java,src/main/org/apache/tools/ant/ProjectHelper.java,7b8d582ad0c4a47e17fbb73773788608fddef0a0,Jon Skeet ,2002-02-28 15:23:38,"","","","","",0,t,b5397fd0e4b2a0e360dc14a9cb1ebec8f4ce7aa5,Costin Manolache ,2002-03-06 16:36:12,src/main/org/apache/tools/ant/ProjectHelper.java,7b8d582ad0c4a47e17fbb73773788608fddef0a0,Jon Skeet ,2002-02-28 15:23:38,"","","","","",0,DESIGN,1101,1102,"// XXX: (Jon Skeet) Any reason why this doesn't use the wrapper // if one is available, whereas NestedElementHandler.characters does?"
165914,ProjectHelper.java,src/main/org/apache/tools/ant/ProjectHelper.java,b5397fd0e4b2a0e360dc14a9cb1ebec8f4ce7aa5,Costin Manolache ,2002-03-06 16:36:12,FUNCTION,public static,ProjectHelper,getProjectHelper,"",143,t,df121a6cf559a17a573a5795d7c7daa0cd37be37,Nicolas Lalevee ,2009-09-27 10:59:48,src/main/org/apache/tools/ant/ProjectHelper.java,e2c45d16da89cd3a956efa6b949e32e1b199fd71,Stefan Bodewig ,2009-09-04 09:26:43,FUNCTION,public static,ProjectHelper,getProjectHelper,"",238,DESIGN,175,176,// This code is needed by EBCDIC and other strange systems. // It's a fix for bugs reported in xerces
166023,ProjectHelper.java,src/main/org/apache/tools/ant/ProjectHelper.java,68cb99cb6692b2dd8c8ccde9ad7389ca6c59dac4,Steve Loughran ,2002-03-19 06:30:52,FUNCTION,public static,void,parsePropertyString,"String value, Vector fragments, Vector propertyRefs ",441,t,54d745c6c2eedbfbecc0e14610f786f16c2bc996,Steve Loughran ,2002-04-16 05:47:41,src/main/org/apache/tools/ant/ProjectHelper.java,80080d456c543d039426db35bcf35d90694bbd96,Conor MacNeill ,2002-04-15 15:33:11,FUNCTION,public static,void,parsePropertyString,"String value, Vector fragments, Vector propertyRefs ",466,DESIGN,448,451,"//if there was any text before this, add it as a fragment //TODO, this check could me modified to go if pos>prev; //seems like this current version could stick empty strings //into the list"
166195,ProjectHelper.java,src/main/org/apache/tools/ant/ProjectHelper.java,54d745c6c2eedbfbecc0e14610f786f16c2bc996,Steve Loughran ,2002-04-16 05:47:41,FUNCTION,public static,void,parsePropertyString,"String value, Vector fragments, Vector propertyRefs ",466,t,b5324fb76804f9e6ea2e7b7e5fda34874fd514cc,Costin Manolache ,2002-12-28 21:16:24,src/main/org/apache/tools/ant/ProjectHelper.java,8d139ecb2196ec4be450d8c824fccc3b8c15b9ce,Costin Manolache ,2002-12-27 18:06:23,FUNCTION,public static,void,parsePropertyString,"String value, Vector fragments, Vector propertyRefs ",510,DESIGN,474,477,"//if there was any text before this, add it as a fragment //TODO, this check could be modified to go if pos>prev; //seems like this current version could stick empty strings //into the list"
169590,ProjectHelperRepository.java,src/main/org/apache/tools/ant/ProjectHelperRepository.java,df121a6cf559a17a573a5795d7c7daa0cd37be37,Nicolas Lalevee ,2009-09-27 10:59:48,FUNCTION,private,ProjectHelper,getProjectHelperBySerice,InputStream is ,108,f,,,,src/main/org/apache/tools/ant/ProjectHelperRepository.java,562c27936519fa3bb1636c91f874de5808d5b290,Stefan Bodewig ,2014-01-02 16:06:20,FUNCTION,private,ProjectHelper,getProjectHelperByService,InputStream is ,184,DESIGN,110,111,// This code is needed by EBCDIC and other strange systems. // It's a fix for bugs reported in xerces
169745,PropertyHelper.java,src/main/org/apache/tools/ant/PropertyHelper.java,af9325e41e16da1e00cc88f29e6b9f3d96006805,Costin Manolache ,2002-12-28 17:10:17,"","","","","",0,t,f463bd2cab8b132695d8bf60c889212628eba281,Conor MacNeill ,2003-07-05 14:34:13,src/main/org/apache/tools/ant/PropertyHelper.java,710b0e612e0d93fe9c490a4ae9b274bc51f789e0,Conor MacNeill ,2003-04-14 14:47:42,"","","","","",0,DESIGN,212,216,// -------------------- Optional methods   -------------------- // You can override those methods if you want to optimize or // do advanced things ( like support a special syntax ). // The methods do not chain - you should use them when embedding ant // ( by replacing the main helper )
169765,PropertyHelper.java,src/main/org/apache/tools/ant/PropertyHelper.java,af9325e41e16da1e00cc88f29e6b9f3d96006805,Costin Manolache ,2002-12-28 17:10:17,"","","","","",0,t,f463bd2cab8b132695d8bf60c889212628eba281,Conor MacNeill ,2003-07-05 14:34:13,src/main/org/apache/tools/ant/PropertyHelper.java,710b0e612e0d93fe9c490a4ae9b274bc51f789e0,Conor MacNeill ,2003-04-14 14:47:42,"","","","","",0,DESIGN,469,472,"// -------------------- Access to property tables  -------------------- // This is used to support ant call and similar tasks. It should be // deprecated, it is possible to use a better ( more efficient ) // mechanism to preserve the context."
169769,PropertyHelper.java,src/main/org/apache/tools/ant/PropertyHelper.java,af9325e41e16da1e00cc88f29e6b9f3d96006805,Costin Manolache ,2002-12-28 17:10:17,"","","","","",0,t,290108eb355de4575f4e1a1bbc9c5e8f0a26152d,Peter Reilly ,2006-11-18 18:15:52,src/main/org/apache/tools/ant/PropertyHelper.java,40b8196df0f06a52caae1b272daa620df74c8577,Peter Reilly ,2006-09-20 22:35:20,"","","","","",0,DESIGN,474,474,// TODO: do we need to delegate ?
169771,PropertyHelper.java,src/main/org/apache/tools/ant/PropertyHelper.java,af9325e41e16da1e00cc88f29e6b9f3d96006805,Costin Manolache ,2002-12-28 17:10:17,FUNCTION,public,Hashtable,getProperties,"",481,t,74f58bf0f81de6bc03df6bc1d5315bef92d8f0e4,Antoine Levy-Lambert ,2003-09-12 20:56:46,src/main/org/apache/tools/ant/PropertyHelper.java,3ca7c90999ae1665925ab2d7b4255cd950f33238,Stefan Bodewig ,2003-07-24 14:05:49,FUNCTION,public,Hashtable,getProperties,"",500,DESIGN,491,492,"// There is a better way to save the context. This shouldn't // delegate to next, it's for backward compat only."
169776,PropertyHelper.java,src/main/org/apache/tools/ant/PropertyHelper.java,af9325e41e16da1e00cc88f29e6b9f3d96006805,Costin Manolache ,2002-12-28 17:10:17,"","","","","",0,t,f463bd2cab8b132695d8bf60c889212628eba281,Conor MacNeill ,2003-07-05 14:34:13,src/main/org/apache/tools/ant/PropertyHelper.java,710b0e612e0d93fe9c490a4ae9b274bc51f789e0,Conor MacNeill ,2003-04-14 14:47:42,"","","","","",0,DESIGN,562,565,// -------------------- Property parsing  -------------------- // Moved from ProjectHelper. You can override the static method - // this is used for backward compatibility ( for code that calls // the parse method in ProjectHelper ).
169782,PropertyHelper.java,src/main/org/apache/tools/ant/PropertyHelper.java,af9325e41e16da1e00cc88f29e6b9f3d96006805,Costin Manolache ,2002-12-28 17:10:17,FUNCTION,static,void,parsePropertyStringDefault,"String value, Vector fragments, Vector propertyRefs ",570,f,,,,src/main/org/apache/tools/ant/PropertyHelper.java,bed22b00f729da46ea6ed768d5f30014d919bcc6,Jan Materne ,2014-04-10 10:24:18,FUNCTION,static,void,parsePropertyStringDefault,"String value, Vector < String fragments, Vector < String propertyRefs ",1034,DESIGN,579,582,"//if there was any text before this, add it as a fragment //TODO, this check could be modified to go if pos>prev; //seems like this current version could stick empty strings //into the list"
170073,PropertyHelper.java,src/main/org/apache/tools/ant/PropertyHelper.java,f463bd2cab8b132695d8bf60c889212628eba281,Conor MacNeill ,2003-07-05 14:34:13,"","","","","",0,f,,,,src/main/org/apache/tools/ant/PropertyHelper.java,bed22b00f729da46ea6ed768d5f30014d919bcc6,Jan Materne ,2014-04-10 10:24:18,"","","","","",0,DESIGN,234,238,// -------------------- Optional methods   -------------------- // You can override those methods if you want to optimize or // do advanced things (like support a special syntax). // The methods do not chain - you should use them when embedding ant // (by replacing the main helper)
170093,PropertyHelper.java,src/main/org/apache/tools/ant/PropertyHelper.java,f463bd2cab8b132695d8bf60c889212628eba281,Conor MacNeill ,2003-07-05 14:34:13,"","","","","",0,f,,,,src/main/org/apache/tools/ant/PropertyHelper.java,bed22b00f729da46ea6ed768d5f30014d919bcc6,Jan Materne ,2014-04-10 10:24:18,"","","","","",0,DESIGN,487,490,"// -------------------- Access to property tables  -------------------- // This is used to support ant call and similar tasks. It should be // deprecated, it is possible to use a better (more efficient) // mechanism to preserve the context."
170104,PropertyHelper.java,src/main/org/apache/tools/ant/PropertyHelper.java,f463bd2cab8b132695d8bf60c889212628eba281,Conor MacNeill ,2003-07-05 14:34:13,"","","","","",0,f,,,,src/main/org/apache/tools/ant/PropertyHelper.java,bed22b00f729da46ea6ed768d5f30014d919bcc6,Jan Materne ,2014-04-10 10:24:18,"","","","","",0,DESIGN,580,583,// -------------------- Property parsing  -------------------- // Moved from ProjectHelper. You can override the static method - // this is used for backward compatibility (for code that calls // the parse method in ProjectHelper).
170235,PropertyHelper.java,src/main/org/apache/tools/ant/PropertyHelper.java,74f58bf0f81de6bc03df6bc1d5315bef92d8f0e4,Antoine Levy-Lambert ,2003-09-12 20:56:46,FUNCTION,public,Hashtable,getProperties,"",500,f,,,,src/main/org/apache/tools/ant/PropertyHelper.java,bed22b00f729da46ea6ed768d5f30014d919bcc6,Jan Materne ,2014-04-10 10:24:18,FUNCTION,public,Object,getProperties,"",900,DESIGN,510,511,"// There is a better way to save the context. This shouldn't // delegate to next, it's for backward compatibility only."
175391,PropertyHelper.java,src/main/org/apache/tools/ant/PropertyHelper.java,3d706ab8188a674936880b6f4530b0cf3991758b,Matthew Jason Benson ,2012-08-20 17:49:13,FUNCTION,public,String,replaceProperties,"String ns, String value, Hashtable < String Object keys ",548,f,,,,src/main/org/apache/tools/ant/PropertyHelper.java,bed22b00f729da46ea6ed768d5f30014d919bcc6,Jan Materne ,2014-04-10 10:24:18,FUNCTION,public,String,replaceProperties,"String ns, String value, Hashtable < String Object keys ",549,DESIGN,547,547,//TODO deprecate?  Recall why no longer using ns/keys params
175475,PropertyHelper.java,src/main/org/apache/tools/ant/PropertyHelper.java,9caeed5081071d6a2de28844d0a724918f8c6d86,Matthew Jason Benson ,2012-08-22 12:32:43,"","","","","",0,f,,,,src/main/org/apache/tools/ant/PropertyHelper.java,bed22b00f729da46ea6ed768d5f30014d919bcc6,Jan Materne ,2014-04-10 10:24:18,"","","","","",0,DESIGN,166,166,"//TODO PropertyEnumerator Delegate type, would improve PropertySet"
