id,name,file_introduced_path,introduced_version_commit_hash,introduced_version_author,introduced_version_date,comment_location,func_specifier,func_return_type,func_name,func_parameter_list,func_line,has_removed_version,removed_version_commit_hash,removed_version_author,removed_version_date,last_found_path,last_found_commit_hash,last_found_author,last_found_date,last_found_comment_location,last_found_func_specifier,last_found_func_return_type,last_found_func_name,last_found_func_parameter_list,last_found_func_line,td_classification,start_line,end_line,comment_text
7128821,DiffInfo.java,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/DiffInfo.java,3b9db59093a3f08c9103c36a79b0cac1dca7313e,Shawn Pearce ,2013-05-18 19:38:30,FUNCTION,public final,String,text_a,"",56,f,,,,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/DiffInfo.java,cfb75203221ad1939bd370274397530b85cc3b81,,,FUNCTION,public final,String,textB,"",106,DESIGN,66,66,// TODO skip may need to be handled
7129284,DiffScreen.java,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/CodeMirrorDemo.java,0c0c026877b879947f0f759574c5efc89c84991a,Michael Zhou ,2013-05-21 15:28:51,FUNCTION,private,CodeMirror,displaySide,"DiffInfo . FileMeta meta, String contents ",132,t,f8a37ca05ee24f8e27280a310d2181bb2dd17874,Michael Zhou ,2013-05-29 11:20:22,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/CodeMirrorDemo.java,427bf7dc4c46820e06bd694ce8553b4a5d0a5fe4,Michael Zhou ,2013-05-21 15:28:51,FUNCTION,private,CodeMirror,displaySide,"DiffInfo . FileMeta meta, String contents, Element ele ",140,DESIGN,134,134,// TODO: Handle empty contents
7129313,DiffScreen.java,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/CodeMirrorDemo.java,427bf7dc4c46820e06bd694ce8553b4a5d0a5fe4,Michael Zhou ,2013-05-23 11:47:17,FUNCTION,private,void,render,DiffInfo diff ,164,t,f8a37ca05ee24f8e27280a310d2181bb2dd17874,Michael Zhou ,2013-05-29 11:20:22,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/CodeMirrorDemo.java,427bf7dc4c46820e06bd694ce8553b4a5d0a5fe4,Michael Zhou ,2013-05-23 11:47:17,FUNCTION,private,void,render,DiffInfo diff ,164,DESIGN,202,202,// TODO: Handle intraline edit.
7129327,DiffScreen.java,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/CodeMirrorDemo.java,f8a37ca05ee24f8e27280a310d2181bb2dd17874,Michael Zhou ,2013-05-29 11:20:22,FUNCTION,private,void,render,DiffInfo diff ,158,t,5d5c5c3556c3094fc95fc5d258569151e6818695,Michael Zhou ,2013-06-03 14:10:21,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/CodeMirrorDemo.java,b8dcc8de2af51fae4538543e6b3e50665f1f478d,Michael Zhou ,2013-05-29 11:20:22,FUNCTION,private,void,render,DiffInfo diff ,158,DESIGN,174,174,// TODO: Implement intraline
7129394,DiffScreen.java,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/CodeMirrorDemo.java,faf65a356ce209e08f4a9c5697d55eb6b0839f50,Michael Zhou ,2013-06-10 09:49:53,FUNCTION,private,void,display,DiffInfo diff ,163,t,426d1590e58cc470b40ad6ece7c8a206ee380643,Michael Zhou ,2013-08-05 14:13:27,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/SideBySide2.java,2d9efb37ab6edef4593138dbb608f7e91b0749db,Michael Zhou ,2013-06-10 09:49:53,FUNCTION,private,void,resizeCodeMirror,"",963,DESIGN,174,174,// TODO: Probably need horizontal resize
7129395,DiffScreen.java,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/CodeMirrorDemo.java,faf65a356ce209e08f4a9c5697d55eb6b0839f50,Michael Zhou ,2013-06-10 09:49:53,FUNCTION,private,void,render,DiffInfo diff ,209,t,fe4e246aa857e134597230542b341a6261a1e6ba,Michael Zhou ,2013-07-10 17:41:31,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/CodeMirrorDemo.java,4e40cbd44453613ab3d6ff02b0d92ecca783e111,Michael Zhou ,2013-06-10 09:49:53,FUNCTION,private,void,render,DiffInfo diff ,254,DESIGN,216,217,// Common // TODO: Handle skips.
7129547,DiffScreen.java,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/CodeMirrorDemo.java,3227f3d80c75442b0bedbdec0567c56c1644ef24,Michael Zhou ,2013-06-28 16:27:18,"","","","","",0,t,fe4e246aa857e134597230542b341a6261a1e6ba,Michael Zhou ,2013-07-10 17:41:31,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/CodeMirrorDemo.java,4e40cbd44453613ab3d6ff02b0d92ecca783e111,Michael Zhou ,2013-06-28 16:27:18,"","","","","",0,DESIGN,63,67,"/**
   * TODO: Handle ordering of line widgets. CodeMirror seems to have a bug when
   * multiple line widgets are added to a line: it puts the first widget above
   * the line when the line is clicked upon.
   */"
7129577,DiffScreen.java,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/CodeMirrorDemo.java,ab8c8cd365c7dfccf2569fdd9d3d1223bf4f4e85,Michael Zhou ,2013-07-02 19:03:18,FUNCTION,private,SkipBar,renderSkipHelper,"CodeMirror cm, SkippedLine skip ",481,t,8add5963332ce48b1654a291d7899b966d215c32,Michael Zhou ,2013-07-11 15:43:56,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/CodeMirrorDemo.java,fe4e246aa857e134597230542b341a6261a1e6ba,Michael Zhou ,2013-07-02 19:03:18,FUNCTION,private,SkipBar,renderSkipHelper,"CodeMirror cm, SkippedLine skip ",482,DESIGN,492,498,"/**
     * TODO: Due to CodeMirror limitation, there's no way to make the first
     * line disappear completely. The current approach leaves an empty line
     * with line number ""1"" still showing, and CodeMirror doesn't like manually
     * setting the display of a line to ""none"". A workaround may be to use
     * inline widget for the first line and regular line widgets for others.
     */"
7129579,DiffScreen.java,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/CodeMirrorDemo.java,ab8c8cd365c7dfccf2569fdd9d3d1223bf4f4e85,Michael Zhou ,2013-07-02 19:03:18,FUNCTION,public private,Runnable,updateActiveLine,final CodeMirror cm ,586,t,8add5963332ce48b1654a291d7899b966d215c32,Michael Zhou ,2013-07-11 15:43:56,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/CodeMirrorDemo.java,fe4e246aa857e134597230542b341a6261a1e6ba,Michael Zhou ,2013-07-02 19:03:18,FUNCTION,public private,Runnable,updateActiveLine,final CodeMirror cm ,587,DESIGN,604,604,// Ugly workaround because CodeMirror never hides lines completely.
7129730,DiffScreen.java,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/CodeMirrorDemo.java,8add5963332ce48b1654a291d7899b966d215c32,Michael Zhou ,2013-07-11 15:43:56,"","","","","",0,t,8dea44ca79af73bdf11230cdf6cfd5da6e257058,David Ostrovsky ,2014-01-27 21:53:47,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/SideBySide2.java,527200c83d139f25f7cc5f174e468c75f0e0a400,Michael Zhou ,2013-07-11 15:43:56,"","","","","",0,DESIGN,115,115,// TODO: Re-implement necessary GlobalKey bindings.
7129732,DiffScreen.java,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/CodeMirrorDemo.java,8add5963332ce48b1654a291d7899b966d215c32,Michael Zhou ,2013-07-11 15:43:56,FUNCTION,private,void,registerCmEvents,CodeMirror cm ,227,t,d1b2f77ff8ad9ff338d394fdcc59fbd4d72a0521,Michael Zhou ,2013-07-12 09:16:18,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/CodeMirrorDemo.java,8add5963332ce48b1654a291d7899b966d215c32,Michael Zhou ,2013-07-11 15:43:56,FUNCTION,private,void,registerCmEvents,CodeMirror cm ,227,DESIGN,241,241,// TODO: Examine if a better way exists.
7129764,DiffScreen.java,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/CodeMirrorDemo.java,d1b2f77ff8ad9ff338d394fdcc59fbd4d72a0521,Michael Zhou ,2013-07-12 09:16:18,FUNCTION,public private,Runnable,updateActiveLine,final CodeMirror cm ,587,t,0485172aaa70e3b1f0e98c00215672657e6f462e,Michael Zhou ,2013-07-13 01:21:55,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/CodeMirrorDemo.java,d1b2f77ff8ad9ff338d394fdcc59fbd4d72a0521,Michael Zhou ,2013-07-12 09:16:18,FUNCTION,public private,Runnable,updateActiveLine,final CodeMirror cm ,587,DESIGN,605,609,"/**
         * Ugly workaround because CodeMirror never hides lines completely.
         * TODO: Change to use CodeMirror's official workaround after
         * updating the library to latest HEAD.
         */"
7129779,DiffScreen.java,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/CodeMirrorDemo.java,0485172aaa70e3b1f0e98c00215672657e6f462e,Michael Zhou ,2013-07-13 01:21:55,FUNCTION,private,void,registerCmEvents,CodeMirror cm ,227,t,6bd7b1c78163419309ff53aab50f7c197adba7ee,Michael Zhou ,2013-07-15 12:16:30,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/CodeMirrorDemo.java,097b95791517008607f2332e6f4c2be621d6bf3e,Michael Zhou ,2013-07-13 01:21:55,FUNCTION,private,void,registerCmEvents,CodeMirror cm ,227,DESIGN,230,235,"/**
     * Trying to prevent right click from updating the cursor.
     *
     * TODO: Change to listen on ""contextmenu"" instead. Latest CM has
     * provided a patch that will hopefully make this work.
     */"
7129780,DiffScreen.java,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/CodeMirrorDemo.java,0485172aaa70e3b1f0e98c00215672657e6f462e,Michael Zhou ,2013-07-13 01:21:55,FUNCTION,private,void,registerCmEvents,CodeMirror cm ,227,t,6bd7b1c78163419309ff53aab50f7c197adba7ee,Michael Zhou ,2013-07-15 12:16:30,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/CodeMirrorDemo.java,097b95791517008607f2332e6f4c2be621d6bf3e,Michael Zhou ,2013-07-13 01:21:55,FUNCTION,private,void,registerCmEvents,CodeMirror cm ,227,DESIGN,243,246,"/**
     * TODO: Maybe remove this after updating CM to HEAD. The latest VIM mode
     * doesn't enter INSERT mode when document is read only.
     */"
7129858,DiffScreen.java,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/CodeMirrorDemo.java,6bd7b1c78163419309ff53aab50f7c197adba7ee,Michael Zhou ,2013-07-15 12:16:30,FUNCTION,private,void,registerCmEvents,CodeMirror cm ,240,t,b65d7ad54c7be3b86237732486a234c130c4b29e,Michael Zhou ,2013-07-16 13:28:29,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/CodeMirrorDemo.java,b558c19a00f0a59fa4bc77e5276df59ad39ec651,Michael Zhou ,2013-07-15 12:16:30,FUNCTION,private,void,registerCmEvents,CodeMirror cm ,231,DESIGN,251,251,// TODO: Work on a better way for customizing keybindings.
