id,name,file_introduced_path,introduced_version_commit_hash,introduced_version_author,introduced_version_date,comment_location,func_specifier,func_return_type,func_name,func_parameter_list,func_line,has_removed_version,removed_version_commit_hash,removed_version_author,removed_version_date,last_found_path,last_found_commit_hash,last_found_author,last_found_date,last_found_comment_location,last_found_func_specifier,last_found_func_return_type,last_found_func_name,last_found_func_parameter_list,last_found_func_line,td_classification,start_line,end_line,comment_text
7988623,EntityGroupFSTimelineStore.java,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-timeline-pluginstorage/src/main/java/org/apache/hadoop/yarn/server/timeline/EntityGroupFSTimelineStore.java,02f597c5db36ded385413958bdee793ad7eda40e,Junping Du ,2016-01-17 17:37:40,FUNCTION,public,void,reloadAllocsIfNecessary,"",248,f,,,,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-timeline-pluginstorage/src/main/java/org/apache/hadoop/yarn/server/timeline/EntityGroupFSTimelineStore.java,d49cfb350454c2dfa2f3eb70f79b6d5030ce7bec,Li Lu ,2016-03-10 10:51:55,FUNCTION,public,void,reloadAllocsIfNecessary,"",248,DESIGN,273,277,"// Throwing the error further out here won't help - the RPC thread // will catch it and report it in a loop. Instead, just log it and // hope somebody will notice from the log. // We log the error only on the first failure so we don't fill up the // JobTracker's log with these messages."
7990385,FileName.java,hadoop-mapreduce-project/src/tools/org/apache/hadoop/tools/rumen/datatypes/FileName.java,a238f931ea7dce0ca620d1798156c84ff77097ff,Amar Kamat ,2011-12-16 14:20:58,FUNCTION,private static,String,anonymize,"String data, WordList wordList ",181,f,,,,hadoop-tools/hadoop-rumen/src/main/java/org/apache/hadoop/tools/rumen/datatypes/FileName.java,10325d97329c214bb3899c8535df5a366bc86d2f,Alejandro Abdelnur ,2012-01-18 22:10:12,FUNCTION,private static,String,anonymize,"String data, WordList wordList ",181,DESIGN,198,199,// check if the data is known content //TODO [Chunking] Do this for sub-strings of data
7994913,TestContainerManager.java,hadoop-mapreduce/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/test/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/TestContainerManager.java,dbecbe5dfe50f834fc3b8401709079e9470cc517,Vinod Kumar Vavilapalli ,2011-08-18 11:07:10,FUNCTION,public,void,testContainerSetup,"",86,t,6165875dc6bf67d72fc3ce1d96dfc80ba312d4a1,Arun Murthy ,2011-09-13 00:05:51,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/test/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/TestContainerManager.java,6b2f2efe4de4e709a2b9c64b7b3b3138e1939668,Arun Murthy ,2011-09-12 07:11:43,FUNCTION,public,void,testContainerSetup,"",95,DESIGN,136,137,// Now ascertain that the resources are localised correctly. // TODO: Don't we need clusterStamp in localDir?
7995606,TestContainerManager.java,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/test/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/TestContainerManager.java,fbb55784d93e1a819daf55d936e864d344579cbf,Vinod Kumar Vavilapalli ,2013-04-26 03:50:20,FUNCTION,public,void,testContainerLaunchFromPreviousRM,"",542,t,c6c41abf683be17c3917a7f94953b55347aaa69f,Siddharth Seth ,2013-06-11 18:47:16,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/test/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/TestContainerManager.java,a83fb61ac07c0468cbc7a38526e92683883dd932,Vinod Kumar Vavilapalli ,2013-06-04 04:05:50,FUNCTION,public,void,testContainerLaunchFromPreviousRM,"",499,DESIGN,586,587,// TO DO: This should be replaced to explicitly check exception // class name after YARN-142
7997117,package-info.java,src/java/org/apache/hadoop/classification/tools/package-info.java,980f99bfb7b1c404b6e8346771803e113d16f71d,Thomas White ,2010-04-22 20:48:04,"","","","","",0,f,,,,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-timeline-pluginstorage/src/main/java/org/apache/hadoop/yarn/server/timeline/package-info.java,02f597c5db36ded385413958bdee793ad7eda40e,Junping Du ,2016-01-17 17:37:40,"","","","","",0,DESIGN,1,17,"/*
 * Licensed to the Apache Software Foundation (ASF) under one
 * or more contributor license agreements.  See the NOTICE file
 * distributed with this work for additional information
 * regarding copyright ownership.  The ASF licenses this file
 * to you under the Apache License, Version 2.0 (the
 * ""License""); you may not use this file except in compliance
 * with the License.  You may obtain a copy of the License at
 *
 *     http://www.apache.org/licenses/LICENSE-2.0
 *
 * Unless required by applicable law or agreed to in writing, software
 * distributed under the License is distributed on an ""AS IS"" BASIS,
 * WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
 * See the License for the specific language governing permissions and
 * limitations under the License.
 */"
7997460,SnapshotManager.java,hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/snapshot/SnapshotManager.java,820b5495caf032983f6bef2c1cd95af44ed7fa10,Tsz-wo Sze ,2012-10-21 21:35:13,FUNCTION,public,void,createSnapshot,"final String snapshotName, final String path, final FSDirectory fsdir ",66,t,9e26fdcda7957962088f2c2bef2b3ba0324e6dd1,Suresh Srinivas ,2012-10-26 22:02:30,hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/snapshot/SnapshotManager.java,b897bb8992b3ab70febbb0400c565c8141cc9038,Tsz-wo Sze ,2012-10-24 20:39:26,FUNCTION,public,void,createSnapshot,"final String snapshotName, final String path, final FSDirectory fsdir ",66,DESIGN,71,71,//TODO: check ns quota
7997481,SnapshotManager.java,hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/snapshot/SnapshotManager.java,9e26fdcda7957962088f2c2bef2b3ba0324e6dd1,Suresh Srinivas ,2012-10-26 22:02:30,FUNCTION,private,void,processRecursively,"final INodeDirectory srcDir, final INodeDirectory dstDir ",107,t,b9f965de120b5278ac84a7e98aecb32aafde4c16,Tsz-wo Sze ,2012-12-21 01:30:49,hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/snapshot/SnapshotManager.java,cbbaa93ae09bf5cf643263faf78f99315c4f3a8d,Tsz-wo Sze ,2012-12-17 03:40:27,FUNCTION,private,void,processRecursively,"final INodeDirectory srcDir, final INodeDirectory dstDir ",165,DESIGN,120,120,//TODO: support INodeFileUnderConstruction
7999933,TestRMContainerAllocator.java,hadoop-mapreduce/hadoop-mr-client/hadoop-mapreduce-client-app/src/test/java/org/apache/hadoop/mapreduce/v2/app/TestRMContainerAllocator.java,dbecbe5dfe50f834fc3b8401709079e9470cc517,Vinod Kumar Vavilapalli ,2011-08-18 11:07:10,"","","","","",0,t,ab0402bc1def44e3d52eea517f4132c460bd5f87,Suresh Srinivas ,2011-09-29 00:42:47,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app/src/test/java/org/apache/hadoop/mapreduce/v2/app/TestRMContainerAllocator.java,9992cae54120d2742922745c1f513c6bfbde67a9,Suresh Srinivas ,2011-09-29 00:33:34,"","","","","",0,DESIGN,424,430,//        handle(req); //      } //    } // //    //API to be used by tests //    public List<TaskAttemptContainerAssignedEvent> schedule() { //      //run the scheduler
8011898,JobProperties.java,hadoop-mapreduce-project/src/tools/org/apache/hadoop/tools/rumen/datatypes/JobProperties.java,a238f931ea7dce0ca620d1798156c84ff77097ff,Amar Kamat ,2011-12-16 14:20:58,FUNCTION,public,Properties,getAnonymizedValue,"StatePool statePool, Configuration conf ",52,f,,,,hadoop-tools/hadoop-rumen/src/main/java/org/apache/hadoop/tools/rumen/datatypes/JobProperties.java,10325d97329c214bb3899c8535df5a366bc86d2f,Alejandro Abdelnur ,2012-01-18 22:10:12,FUNCTION,public,Properties,getAnonymizedValue,"StatePool statePool, Configuration conf ",52,DESIGN,77,77,//TODO Check for null key/value?
8012705,NodeName.java,hadoop-mapreduce-project/src/tools/org/apache/hadoop/tools/rumen/datatypes/NodeName.java,a238f931ea7dce0ca620d1798156c84ff77097ff,Amar Kamat ,2011-12-16 14:20:58,"","","","","",0,f,,,,hadoop-tools/hadoop-rumen/src/main/java/org/apache/hadoop/tools/rumen/datatypes/NodeName.java,a9808de0d9a73a99c10a3e4290ec20778fed4f24,Robert Joseph Evans ,2012-05-08 13:20:56,"","","","","",0,DESIGN,89,89,"//TODO check for null and improve .. possibly call NodeName(r,h)"
8016325,TestNativeAzureFileSystemContractMocked.java,src/java/org/apache/hadoop/classification/tools/package-info.java,980f99bfb7b1c404b6e8346771803e113d16f71d,Thomas White ,2010-04-22 20:48:04,"","","","","",0,t,1ab4659b6b751f1cb3b543d2b292db096f87b541,Jonathan Turner Eagles ,2013-06-19 16:22:12,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app/src/main/java/org/apache/hadoop/mapreduce/v2/app/webapp/package-info.java,8e04fa8b8414b66966499347453adbace256559b,Thomas White ,2011-11-01 04:47:10,"","","","","",0,DESIGN,1,17,"/*
 * Licensed to the Apache Software Foundation (ASF) under one
 * or more contributor license agreements.  See the NOTICE file
 * distributed with this work for additional information
 * regarding copyright ownership.  The ASF licenses this file
 * to you under the Apache License, Version 2.0 (the
 * ""License""); you may not use this file except in compliance
 * with the License.  You may obtain a copy of the License at
 *
 *     http://www.apache.org/licenses/LICENSE-2.0
 *
 * Unless required by applicable law or agreed to in writing, software
 * distributed under the License is distributed on an ""AS IS"" BASIS,
 * WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
 * See the License for the specific language governing permissions and
 * limitations under the License.
 */"
8016360,package-info.java,src/java/org/apache/hadoop/classification/tools/package-info.java,980f99bfb7b1c404b6e8346771803e113d16f71d,Thomas White ,2010-04-22 20:48:04,"","","","","",0,f,,,,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/server/api/protocolrecords/package-info.java,f3a893b696cdcff89ea4640c9dd21cbde094104d,Arun Murthy ,2013-06-26 05:57:05,"","","","","",0,DESIGN,1,17,"/*
 * Licensed to the Apache Software Foundation (ASF) under one
 * or more contributor license agreements.  See the NOTICE file
 * distributed with this work for additional information
 * regarding copyright ownership.  The ASF licenses this file
 * to you under the Apache License, Version 2.0 (the
 * ""License""); you may not use this file except in compliance
 * with the License.  You may obtain a copy of the License at
 *
 *     http://www.apache.org/licenses/LICENSE-2.0
 *
 * Unless required by applicable law or agreed to in writing, software
 * distributed under the License is distributed on an ""AS IS"" BASIS,
 * WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
 * See the License for the specific language governing permissions and
 * limitations under the License.
 */"
8019554,TestContainerLaunch.java,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/test/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/launcher/TestContainerLaunch.java,c1d90772b6e38bb4e4be7ed75cb5d34f3048ad7b,Arun Murthy ,2011-10-18 01:22:14,FUNCTION,public static,void,setNewEnvironmentHack,Map < String String newenv ,144,t,27e8c86999bc6a972a99216060b11ef35b7de858,Vinod Kumar Vavilapalli ,2013-04-23 21:39:51,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/test/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/launcher/TestContainerLaunch.java,0b101bd7e875ee5597ddb8f0d887159076310ffa,Suresh Srinivas ,2013-04-20 16:57:44,FUNCTION,public static,void,setNewEnvironmentHack,Map < String String newenv ,147,DESIGN,143,143,// this is a dirty hack - but should be ok for a unittest.
8020715,DominantResourceFairnessPolicy.java,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/main/java/org/apache/hadoop/yarn/server/resourcemanager/scheduler/fair/policies/DominantResourceFairnessPolicy.java,c1b635ed4826b0f9c8574d262dfeb13fa5ceb650,Alejandro Abdelnur ,2013-06-03 17:33:55,FUNCTION,public,void,computeShares,"Collection < ? extends  Schedulable schedulables, Resource totalResources ",65,t,e60fbbcc2e6a0d27d588b620817d29d1c70893a5,Alejandro Abdelnur ,2013-06-24 18:33:45,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/main/java/org/apache/hadoop/yarn/server/resourcemanager/scheduler/fair/policies/DominantResourceFairnessPolicy.java,37d7935a9d7b86635c9c1ffc03f88b49857f88a0,Bikas Saha ,2013-06-21 18:28:57,FUNCTION,public,void,computeShares,"Collection < ? extends  Schedulable schedulables, Resource totalResources ",65,DESIGN,68,70,"// TODO: For now, set all fair shares to 0, because, in the context of DRF, // it doesn't make sense to set a value for each resource.  YARN-736 should // add in a sensible replacement."
8027002,JobPropertyParser.java,src/java/org/apache/hadoop/classification/tools/package-info.java,980f99bfb7b1c404b6e8346771803e113d16f71d,Thomas White ,2010-04-22 20:48:04,"","","","","",0,t,a196766ea07775f18ded69bd9e8d239f8cfd3ccc,Todd Lipcon ,2011-06-12 22:00:51,src/java/org/apache/hadoop/metrics2/impl/package-info.java,827401a9b1d85fe1f443d21ebe9d917ba23153de,Arun Murthy ,2011-05-06 07:28:43,"","","","","",0,DESIGN,1,17,"/*
 * Licensed to the Apache Software Foundation (ASF) under one
 * or more contributor license agreements.  See the NOTICE file
 * distributed with this work for additional information
 * regarding copyright ownership.  The ASF licenses this file
 * to you under the Apache License, Version 2.0 (the
 * ""License""); you may not use this file except in compliance
 * with the License.  You may obtain a copy of the License at
 *
 *     http://www.apache.org/licenses/LICENSE-2.0
 *
 * Unless required by applicable law or agreed to in writing, software
 * distributed under the License is distributed on an ""AS IS"" BASIS,
 * WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
 * See the License for the specific language governing permissions and
 * limitations under the License.
 */"
8027063,package-info.java,src/java/org/apache/hadoop/classification/tools/package-info.java,980f99bfb7b1c404b6e8346771803e113d16f71d,Thomas White ,2010-04-22 20:48:04,"","","","","",0,f,,,,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-common/src/main/java/org/apache/hadoop/yarn/lib/package-info.java,e1fdf62123625e4ba399af02f8aad500637d29d1,Arun Murthy ,2012-08-08 05:22:27,"","","","","",0,DESIGN,1,17,"/*
 * Licensed to the Apache Software Foundation (ASF) under one
 * or more contributor license agreements.  See the NOTICE file
 * distributed with this work for additional information
 * regarding copyright ownership.  The ASF licenses this file
 * to you under the Apache License, Version 2.0 (the
 * ""License""); you may not use this file except in compliance
 * with the License.  You may obtain a copy of the License at
 *
 *     http://www.apache.org/licenses/LICENSE-2.0
 *
 * Unless required by applicable law or agreed to in writing, software
 * distributed under the License is distributed on an ""AS IS"" BASIS,
 * WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
 * See the License for the specific language governing permissions and
 * limitations under the License.
 */"
8027071,TestPrivilegedOperationExecutor.java,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/test/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/linux/privileged/TestPrivilegedOperationExecutor.java,838b06ac87339494cea706d4a97e7f5383bdc442,Junping Du ,2015-04-13 18:35:56,"","","","","",0,f,,,,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/test/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/linux/privileged/TestPrivilegedOperationExecutor.java,059caf99891943d9587cac19b48e82efbed06b2d,Jason Lowe ,2016-03-07 15:40:01,"","","","","",0,DESIGN,1,17,"/*
 * Licensed to the Apache Software Foundation (ASF) under one
 * or more contributor license agreements.  See the NOTICE file
 * distributed with this work for additional information
 * regarding copyright ownership.  The ASF licenses this file
 * to you under the Apache License, Version 2.0 (the
 * ""License""); you may not use this file except in compliance
 * with the License.  You may obtain a copy of the License at
 *
 *     http://www.apache.org/licenses/LICENSE-2.0
 *
 * Unless required by applicable law or agreed to in writing, software
 * distributed under the License is distributed on an ""AS IS"" BASIS,
 * WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
 * See the License for the specific language governing permissions and
 * limitations under the License.
 */"
8027932,TestNativeAzureFileSystemMocked.java,src/java/org/apache/hadoop/classification/tools/package-info.java,980f99bfb7b1c404b6e8346771803e113d16f71d,Thomas White ,2010-04-22 20:48:04,"","","","","",0,t,1ab4659b6b751f1cb3b543d2b292db096f87b541,Jonathan Turner Eagles ,2013-06-19 16:22:12,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app/src/main/java/org/apache/hadoop/mapreduce/v2/app/webapp/package-info.java,8e04fa8b8414b66966499347453adbace256559b,Thomas White ,2011-11-01 04:47:10,"","","","","",0,DESIGN,1,17,"/*
 * Licensed to the Apache Software Foundation (ASF) under one
 * or more contributor license agreements.  See the NOTICE file
 * distributed with this work for additional information
 * regarding copyright ownership.  The ASF licenses this file
 * to you under the Apache License, Version 2.0 (the
 * ""License""); you may not use this file except in compliance
 * with the License.  You may obtain a copy of the License at
 *
 *     http://www.apache.org/licenses/LICENSE-2.0
 *
 * Unless required by applicable law or agreed to in writing, software
 * distributed under the License is distributed on an ""AS IS"" BASIS,
 * WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
 * See the License for the specific language governing permissions and
 * limitations under the License.
 */"
